"condition","use_duration_avg_daily","avg_session_length","avg_switch_velocity","total_observations","ID"
"non_school",122.244630888889,5.85463961661059,1.84420541734507,30,"1002321"
"online",149.58171,5.59674319048729,1.13610102574382,14,"1002321"
"f2f",37.6957148148148,1.50158719684589,0.547017746389367,18,"1002321"
